125 4.638360
250 4.106260
375 3.926760
500 3.827620
625 3.758180
750 3.710370
875 3.671260
1000 3.638310
1125 3.611390
1250 3.578730
1375 3.554410
1500 3.527030
1625 3.508620
1750 3.485430
1875 3.464780
2000 3.446130
2125 3.427930
2250 3.410010
2375 3.393880
2500 3.377340
2625 3.360250
2750 3.343790
2875 3.328010
3000 3.312160
3025 3.308320
3050 3.305280
3075 3.302320
3100 3.299480
3125 3.296830
3150 3.293720
3175 3.291260
3200 3.288700
3225 3.286370
3250 3.284310
3275 3.282450
3300 3.280910
3325 3.279730
