label	step	kind	name	surface	shape	fro	op	stable_rank	rank90	rank95	rank99	top1_energy	top8_energy	top32_energy	top64_energy
red1600	1600	weight	blocks.5.attn.k.weight	attn_k	768x768	89.27324846013502	9.311963081359863	91.90945626192578	359.0	438.0	571.0	0.010880273267531644	0.061222389365696746	0.19487507391876424	0.33630256196984043
red1600	1600	weight	blocks.5.attn.v.weight	attn_v	768x768	102.6948985466172	9.135087966918945	126.37823589386517	369.0	446.0	575.0	0.007912754857884065	0.05169888318299098	0.16997343914708957	0.2999255186792689
red1600	1600	weight	blocks.5.attn.proj.weight	attn_o	768x768	96.17836213904872	8.249180793762207	135.9355753288705	360.0	436.0	567.0	0.0073564259950398446	0.049614459405989096	0.16690034842705306	0.29700254975463153
red1600	1600	weight	blocks.5.mlp.fc.weight	mlp_fc	3072x768	206.8527839279665	17.928686141967773	133.11464175064106	563.0	645.0	735.0	0.007512321611271467	0.03827563812182261	0.1164963003071004	0.20272010573185595
red1600	1600	weight	blocks.5.mlp.proj.weight	mlp_proj	768x3072	104.85194174406118	9.064360618591309	133.80692549628242	567.0	649.0	738.0	0.0074734547280797	0.04210947509740816	0.12076124395351696	0.20527838782481525
red1600	1600	weight	blocks.6.attn.q.weight	attn_q	768x768	85.3673530158778	9.717132568359375	77.18045973519429	349.0	430.0	567.0	0.012956647361663746	0.07279018543013878	0.21348132666763775	0.3556160968856629
red1600	1600	weight	blocks.6.attn.k.weight	attn_k	768x768	88.0989877389349	8.956722259521484	96.74836680497104	345.0	426.0	563.0	0.010336091791769851	0.06439387195500186	0.2069899477912243	0.35780884446405037
red1600	1600	weight	blocks.6.attn.v.weight	attn_v	768x768	109.41589860339081	8.626461029052734	160.87757755105892	370.0	446.0	575.0	0.006215906624294007	0.044096684047679274	0.15577485795726836	0.28350589677288734
red1600	1600	weight	blocks.6.attn.proj.weight	attn_o	768x768	101.72186535167845	8.093297004699707	157.97110981459585	382.0	457.0	582.0	0.006330271409586591	0.044583876282905645	0.1528668917144865	0.2760468092921696
red1600	1600	weight	blocks.6.mlp.fc.weight	mlp_fc	3072x768	207.19140267817582	19.343021392822266	114.73471716839198	566.0	647.0	735.0	0.008715757746910522	0.03863094649878854	0.11432537729401303	0.19897423382151133
red1600	1600	weight	blocks.6.mlp.proj.weight	mlp_proj	768x3072	105.66395823700955	8.694767951965332	147.68546331680645	569.0	650.0	738.0	0.006771147122685033	0.03917462434275891	0.11588240758258521	0.19938888266412452
red1600	1600	weight	blocks.7.attn.q.weight	attn_q	768x768	86.87957215936177	9.261557579040527	87.99687980609258	360.0	440.0	572.0	0.0113640392955247	0.06816146300008404	0.20781084323780163	0.3446106450546359
red1600	1600	weight	blocks.7.attn.k.weight	attn_k	768x768	88.05488400796546	9.14631462097168	92.6861077825416	364.0	444.0	576.0	0.010789103393425273	0.06761585266438788	0.19604636820766597	0.32909733750449716
red1600	1600	weight	blocks.7.attn.v.weight	attn_v	768x768	110.8366795390858	8.491085052490234	170.38863639297708	376.0	452.0	579.0	0.005868935987571628	0.04228655568172098	0.15230162451854606	0.279150102817227
red1600	1600	weight	blocks.7.attn.proj.weight	attn_o	768x768	102.20769104805666	8.049509048461914	161.2235141073741	381.0	456.0	582.0	0.0062025691818998864	0.04149517005782675	0.14748397139568142	0.2701116402667408
red1600	1600	weight	blocks.7.mlp.fc.weight	mlp_fc	3072x768	207.27149504032144	20.569639205932617	101.5373494983941	567.0	648.0	736.0	0.009848592709383416	0.039484772511926336	0.11257581624960664	0.19616836015045094
red1600	1600	weight	blocks.7.mlp.proj.weight	mlp_proj	768x3072	106.15010929398518	8.588665962219238	152.75290214147932	569.0	650.0	738.0	0.006546520465279295	0.03908229146751065	0.11522134939766554	0.19854460034490426
red1600	1600	weight	blocks.8.attn.q.weight	attn_q	768x768	86.69763537991535	9.349387168884277	85.99005196759401	358.0	438.0	573.0	0.011629252188111916	0.07020671082701026	0.20987214227383566	0.34656699332086116
red1600	1600	weight	blocks.8.attn.k.weight	attn_k	768x768	87.80071929428455	10.093257904052734	75.67168498615648	360.0	440.0	574.0	0.01321498259465138	0.06704518340966469	0.19930264277918563	0.33856764802400413
red1600	1600	weight	blocks.8.attn.v.weight	attn_v	768x768	115.16952942429043	8.72962760925293	174.053896446172	368.0	446.0	576.0	0.005745346817382285	0.04301379723710693	0.1575779152322384	0.29026755076456906
red1600	1600	weight	blocks.8.attn.proj.weight	attn_o	768x768	106.72410766199921	7.915623188018799	181.7836624012644	381.0	456.0	582.0	0.005501044410650208	0.0403675471106357	0.14657041139647492	0.270361951184715
red1600	1600	weight	blocks.8.mlp.fc.weight	mlp_fc	3072x768	207.3245304769795	21.993484497070312	88.86143225256224	567.0	647.0	735.0	0.011253476054243611	0.040088752341698286	0.1122551133857263	0.19580705369416251
red1600	1600	weight	blocks.8.mlp.proj.weight	mlp_proj	768x3072	107.47826360914797	8.944106101989746	144.40007129933696	570.0	650.0	738.0	0.006925204336824948	0.037435052665884115	0.10927774675654324	0.19160706292219465
red1600	1600	weight	blocks.9.attn.q.weight	attn_q	768x768	84.90647140659391	10.383756637573242	66.86095550836095	346.0	428.0	566.0	0.014956412040431433	0.07947190698074505	0.2263348201450056	0.3689907482632886
red1600	1600	weight	blocks.9.attn.k.weight	attn_k	768x768	86.47192068183897	9.279208183288574	86.84170963738899	348.0	429.0	566.0	0.011515203974858853	0.07343307310231537	0.22120872348232476	0.3665079721747212
red1600	1600	weight	blocks.9.attn.v.weight	attn_v	768x768	125.90436133480445	9.438891410827637	177.92605661030927	360.0	437.0	569.0	0.005620312274947922	0.043010312921958206	0.15967383720192402	0.2946555071433262
red1600	1600	weight	blocks.9.attn.proj.weight	attn_o	768x768	113.69003398770272	8.127193450927734	195.68771996170244	385.0	459.0	583.0	0.005110182694119526	0.038152923010714865	0.13858131012084499	0.25719466857424433
red1600	1600	weight	blocks.9.mlp.fc.weight	mlp_fc	3072x768	207.70682463510917	22.956966400146484	81.86015433250802	570.0	650.0	737.0	0.012215955468860916	0.04046792299597696	0.1105352276777048	0.19253733390653566
red1600	1600	weight	blocks.9.mlp.proj.weight	mlp_proj	768x3072	108.88286603329745	8.85295581817627	151.2664122393771	571.0	651.0	738.0	0.006610852899832867	0.03688592770928525	0.10691032173779098	0.18872101423310195
red1600	1600	weight	blocks.10.attn.q.weight	attn_q	768x768	86.17897041277675	10.354700088500977	69.26718959633942	355.0	436.0	571.0	0.014436849622853	0.08325833391025197	0.2304208113586503	0.36672768526369653
red1600	1600	weight	blocks.10.attn.k.weight	attn_k	768x768	86.39861234327638	10.959203720092773	62.15205956998254	355.0	436.0	571.0	0.0160895713982577	0.08345143990151067	0.22865198841922227	0.3649357227065571
red1600	1600	weight	blocks.10.attn.v.weight	attn_v	768x768	123.2730629410781	9.677504539489746	162.2593087378046	357.0	436.0	568.0	0.006162974610078634	0.04721073406920062	0.1716297447753538	0.3118487306501309
red1600	1600	weight	blocks.10.attn.proj.weight	attn_o	768x768	112.96518407235037	7.92234992980957	203.3205031340885	391.0	465.0	588.0	0.004918343131093408	0.038448725454183694	0.14227307077153833	0.2629015335874007
red1600	1600	weight	blocks.10.mlp.fc.weight	mlp_fc	3072x768	206.3102468825773	23.479543685913086	77.20799409321128	570.0	650.0	738.0	0.01295202668771222	0.04229722683614707	0.11253330583792041	0.19488798693655857
red1600	1600	weight	blocks.10.mlp.proj.weight	mlp_proj	768x3072	110.42660971347667	9.736631393432617	128.62636719616071	569.0	649.0	738.0	0.007774455749612808	0.040585075247705694	0.11136884882170163	0.19358444225384575
red1600	1600	weight	blocks.11.attn.q.weight	attn_q	768x768	87.18001199923926	10.386415481567383	70.45348399715525	361.0	442.0	575.0	0.014193762228144426	0.08146277870725345	0.2217708222645351	0.3545575009800504
red1600	1600	weight	blocks.11.attn.k.weight	attn_k	768x768	87.54078011757578	9.676078796386719	81.85062924280219	364.0	444.0	577.0	0.012217377059296566	0.07773254164373153	0.21429930857193794	0.34617460290052277
red1600	1600	weight	blocks.11.attn.v.weight	attn_v	768x768	117.30692664571218	9.669245719909668	147.184509314833	375.0	452.0	580.0	0.006794193252096684	0.04634182616540833	0.1609269048284611	0.2914292574708273
red1600	1600	weight	blocks.11.attn.proj.weight	attn_o	768x768	108.41513638267952	8.311595916748047	170.14179134642208	375.0	451.0	579.0	0.00587745075496426	0.0426129086658335	0.15014894149469413	0.275590535807192
red1600	1600	weight	blocks.11.mlp.fc.weight	mlp_fc	3072x768	201.96828340113208	23.274885177612305	75.29935525086066	565.0	647.0	737.0	0.013280326194938704	0.04787363416903007	0.12560901108005865	0.21071232737922865
red1600	1600	weight	blocks.11.mlp.proj.weight	mlp_proj	768x3072	111.53789994885146	12.925027847290039	74.4700998930875	558.0	642.0	734.0	0.013428208118904678	0.056335517980608006	0.13523415373553294	0.2191939615111686
good2000	2000	weight	blocks.0.attn.q.weight	attn_q	768x768	89.75031554610268	7.193304061889648	155.67366288516604	380.0	456.0	582.0	0.006423694165516349	0.04306606099066951	0.15197964051877919	0.27800077275199364
good2000	2000	weight	blocks.0.attn.k.weight	attn_k	768x768	87.88619572172583	10.106823921203613	75.61569344003404	380.0	458.0	585.0	0.013224767961600934	0.05294185344223217	0.16256211470487053	0.28806841363503666
good2000	2000	weight	blocks.0.attn.v.weight	attn_v	768x768	80.08665350926145	6.145897388458252	169.80468237936083	385.0	461.0	586.0	0.005889119110189782	0.04174583441499862	0.1473868647896824	0.26968003389260187
good2000	2000	weight	blocks.0.attn.proj.weight	attn_o	768x768	76.5155372549017	7.514152526855469	103.6905639996695	371.0	449.0	579.0	0.009644079089040228	0.05389208793925278	0.17095989525513047	0.29928929081454914
good2000	2000	weight	blocks.0.mlp.fc.weight	mlp_fc	3072x768	183.06436709529248	15.295884132385254	143.23807556073737	584.0	659.0	740.0	0.006981383937792218	0.03282281635641299	0.09613347828053286	0.16977115100027787
good2000	2000	weight	blocks.0.mlp.proj.weight	mlp_proj	768x3072	94.06024706604273	6.808231353759766	190.87261966230983	544.0	628.0	729.0	0.005239096114304876	0.03113901011913684	0.10022435567712983	0.18465083315433484
good2000	2000	weight	blocks.1.attn.q.weight	attn_q	768x768	87.32200086998408	8.11048412322998	115.91877901764227	380.0	458.0	585.0	0.00862672992654456	0.05404036543297471	0.16860898921445389	0.29389329206013987
good2000	2000	weight	blocks.1.attn.k.weight	attn_k	768x768	84.58596600223497	9.865920066833496	73.50577085538146	380.0	457.0	584.0	0.01360437402891053	0.059489639699062326	0.17195910926369282	0.2969178805078905
good2000	2000	weight	blocks.1.attn.v.weight	attn_v	768x768	77.56380312160756	6.776477813720703	131.01172329913805	378.0	456.0	583.0	0.0076329047112578445	0.0504253001892207	0.16695295827583695	0.29526910910764026
good2000	2000	weight	blocks.1.attn.proj.weight	attn_o	768x768	76.71554855845717	7.7994065284729	96.74837439941042	376.0	452.0	580.0	0.010336090980419552	0.0520320426939452	0.16420891270288235	0.2897739152034955
good2000	2000	weight	blocks.1.mlp.fc.weight	mlp_fc	3072x768	195.48212634087548	13.51500415802002	209.2096670982833	559.0	642.0	735.0	0.00477989384462916	0.033274935612687635	0.11137824370731897	0.19966330508418267
good2000	2000	weight	blocks.1.mlp.proj.weight	mlp_proj	768x3072	97.48978311854017	9.36365795135498	108.39945865623147	562.0	644.0	736.0	0.009225138320767007	0.04176995610519956	0.119502399726274	0.20518500908310008
good2000	2000	weight	blocks.2.attn.q.weight	attn_q	768x768	88.24413489717035	9.147501945495605	93.06078183871819	370.0	449.0	579.0	0.010745665147463303	0.06309170268410151	0.18883162300681372	0.31930518831650595
good2000	2000	weight	blocks.2.attn.k.weight	attn_k	768x768	86.58705089568821	9.922442436218262	76.14979128495749	375.0	454.0	582.0	0.013132012355200487	0.06681747038947394	0.18599601967005647	0.3128450371506579
good2000	2000	weight	blocks.2.attn.v.weight	attn_v	768x768	83.83736697656063	6.717665195465088	155.75376412357323	376.0	454.0	581.0	0.006420390580137836	0.04706088979023377	0.16321395816513007	0.2922027114539945
good2000	2000	weight	blocks.2.attn.proj.weight	attn_o	768x768	79.96199964182205	6.918207168579102	133.59190966752902	375.0	452.0	580.0	0.007485483233892726	0.049948377216183795	0.16317979242216976	0.2888734195862144
good2000	2000	weight	blocks.2.mlp.fc.weight	mlp_fc	3072x768	196.70045834339075	15.3998441696167	163.14662625369132	558.0	641.0	734.0	0.006129455588281736	0.03623696593933072	0.11628609294336124	0.20483065274468815
good2000	2000	weight	blocks.2.mlp.proj.weight	mlp_proj	768x3072	98.1084082310227	9.108957290649414	116.00457286782866	559.0	642.0	735.0	0.008620349829996472	0.042663120343951755	0.12180401279754423	0.20823483000560253
good2000	2000	weight	blocks.3.attn.q.weight	attn_q	768x768	86.38513530441739	8.68755054473877	98.87428403855176	370.0	448.0	579.0	0.010113853260470571	0.06458713413053398	0.19029149619923552	0.32027210272762285
good2000	2000	weight	blocks.3.attn.k.weight	attn_k	768x768	85.07108987212548	10.016057968139648	72.13903492718146	375.0	453.0	582.0	0.013862120570498614	0.07014745697163746	0.19011138570357064	0.3160572965290228
good2000	2000	weight	blocks.3.attn.v.weight	attn_v	768x768	85.0295416265356	7.223095417022705	138.5775803771434	372.0	450.0	579.0	0.007216174487088514	0.051811621522855913	0.17366700823733933	0.3046771792453168
good2000	2000	weight	blocks.3.attn.proj.weight	attn_o	768x768	82.53414302956686	7.090209007263184	135.50309304917235	368.0	445.0	575.0	0.007379905340146831	0.047532707046364565	0.16163520716463786	0.2915900339336838
good2000	2000	weight	blocks.3.mlp.fc.weight	mlp_fc	3072x768	197.26135700828482	15.434189796447754	163.34895235320747	557.0	641.0	734.0	0.006121863566273215	0.03744177699244179	0.11964458504823026	0.20907394009506416
good2000	2000	weight	blocks.3.mlp.proj.weight	mlp_proj	768x3072	99.3445757279304	8.994528770446777	121.99203464980147	557.0	640.0	734.0	0.00819725650835046	0.04290368364141292	0.12589065296393534	0.21306117358150817
good2000	2000	weight	blocks.4.attn.q.weight	attn_q	768x768	82.7289259891152	8.331212043762207	98.60487476407211	357.0	437.0	570.0	0.01014148643657486	0.0687263825791383	0.1999862699161127	0.3352553310466269
good2000	2000	weight	blocks.4.attn.k.weight	attn_k	768x768	84.95864400640025	8.512735366821289	99.6040175815781	349.0	428.0	562.0	0.010039755667295003	0.057839738357865315	0.196045585951677	0.34833519985415096
good2000	2000	weight	blocks.4.attn.v.weight	attn_v	768x768	91.7220133576177	7.783203125	138.87703278763368	375.0	452.0	579.0	0.007200614672759952	0.049862128138683515	0.1669391954903853	0.2950854096153636
good2000	2000	weight	blocks.4.attn.proj.weight	attn_o	768x768	86.96788537119608	7.395105361938477	138.3021984759789	370.0	446.0	574.0	0.0072305430500707885	0.04783890616899948	0.16180812040385104	0.28889154653977084
good2000	2000	weight	blocks.4.mlp.fc.weight	mlp_fc	3072x768	198.7638753018264	16.320127487182617	148.3295991449697	561.0	644.0	735.0	0.006741742752386539	0.03716693937953365	0.11715996648939095	0.2048625187021471
good2000	2000	weight	blocks.4.mlp.proj.weight	mlp_proj	768x3072	100.4153337783254	9.257303237915039	117.66061034684512	564.0	647.0	737.0	0.00849902101520769	0.04342209953631088	0.12404475558285007	0.20946187482185638
good2000	2000	weight	blocks.5.attn.q.weight	attn_q	768x768	84.61470002864455	8.824710845947266	91.93707562234871	359.0	438.0	572.0	0.010877004660314788	0.06952029222207415	0.2036188400730603	0.3379136733529483
good2000	2000	weight	blocks.5.attn.k.weight	attn_k	768x768	85.9468375608943	9.1074800491333	89.05603617685667	356.0	435.0	568.0	0.011228885125923379	0.06266855427848507	0.1978278505689375	0.3406548937100413
good2000	2000	weight	blocks.5.attn.v.weight	attn_v	768x768	99.0041281099556	8.877644538879395	124.36869651684655	369.0	446.0	575.0	0.0080406085132889	0.0521001086622867	0.17035213296003682	0.30008565256303615
good2000	2000	weight	blocks.5.attn.proj.weight	attn_o	768x768	92.56105459708743	7.950862884521484	135.52769703965538	359.0	435.0	567.0	0.007378565576211335	0.049863949547313	0.16749893425067564	0.2977919896685007
good2000	2000	weight	blocks.5.mlp.fc.weight	mlp_fc	3072x768	199.13871186311314	17.250627517700195	133.2605526868027	562.0	644.0	735.0	0.007504096147269197	0.03868668866924074	0.11753927356537051	0.20410926168790092
good2000	2000	weight	blocks.5.mlp.proj.weight	mlp_proj	768x3072	100.8241672185419	8.845643997192383	129.9183182795502	566.0	648.0	737.0	0.007697143968937945	0.04281426686814958	0.12224452026204946	0.20694923908339366
good2000	2000	weight	blocks.6.attn.q.weight	attn_q	768x768	82.00939292144376	9.500267028808594	74.51703558597599	344.0	425.0	563.0	0.013419750156945302	0.07491955169292198	0.2179163834923526	0.3612232535038896
good2000	2000	weight	blocks.6.attn.k.weight	attn_k	768x768	84.7459697834136	8.704208374023438	94.79371467930928	341.0	422.0	559.0	0.01054922262919053	0.06540683750723816	0.2096779281678764	0.3616352774238061
good2000	2000	weight	blocks.6.attn.v.weight	attn_v	768x768	105.51218550036057	8.435820579528809	156.44099085219747	370.0	446.0	575.0	0.006392186565379028	0.044612015218584475	0.1563186485203652	0.28381946891445436
good2000	2000	weight	blocks.6.attn.proj.weight	attn_o	768x768	97.92367882693134	7.812136650085449	157.12155630473634	382.0	457.0	582.0	0.006364499076501673	0.044906659249892865	0.15352892358468892	0.2767255150733503
good2000	2000	weight	blocks.6.mlp.fc.weight	mlp_fc	3072x768	199.40336788780675	18.506977081298828	116.08978136483634	565.0	646.0	735.0	0.008614022597366185	0.03889322065751868	0.1151078898154592	0.19992655709855864
good2000	2000	weight	blocks.6.mlp.proj.weight	mlp_proj	768x3072	101.61695655438122	8.369296073913574	147.4193466169202	569.0	649.0	738.0	0.00678337018138177	0.0397318308503163	0.11704758351515014	0.20067109079680684
good2000	2000	weight	blocks.7.attn.q.weight	attn_q	768x768	83.56844827370556	9.104578971862793	84.24903824188463	356.0	436.0	570.0	0.011869571699191783	0.06987549211373494	0.21209086425477683	0.349883881154935
good2000	2000	weight	blocks.7.attn.k.weight	attn_k	768x768	84.78999217736431	8.830344200134277	92.20064154446585	362.0	441.0	574.0	0.010845911516979275	0.0686491749669616	0.1980495965232827	0.33163613486596577
good2000	2000	weight	blocks.7.attn.v.weight	attn_v	768x768	107.0691082680364	8.293903350830078	166.651959952486	377.0	453.0	580.0	0.0060005294884327145	0.04219386038329745	0.1517463162086818	0.27796527365154816
good2000	2000	weight	blocks.7.attn.proj.weight	attn_o	768x768	98.59180861797039	7.707394123077393	163.63136018625795	381.0	455.0	581.0	0.0061112979740663535	0.04127296096309759	0.1471553276075178	0.26949273195023365
good2000	2000	weight	blocks.7.mlp.fc.weight	mlp_fc	3072x768	199.4711073219628	19.567337036132812	103.91938042921883	567.0	647.0	736.0	0.009622844130418157	0.03967203283593724	0.11317326193538076	0.196870766518426
good2000	2000	weight	blocks.7.mlp.proj.weight	mlp_proj	768x3072	102.08714969481957	8.266395568847656	152.51402287167136	568.0	649.0	738.0	0.006556774132444345	0.03953486379522164	0.11628521663743573	0.19986201625220004
good2000	2000	weight	blocks.8.attn.q.weight	attn_q	768x768	83.36509030313589	9.185276985168457	82.37281754096752	354.0	435.0	570.0	0.012139927100376981	0.0719599404246338	0.21381221921014337	0.35154665221768133
good2000	2000	weight	blocks.8.attn.k.weight	attn_k	768x768	84.52848308780301	9.723784446716309	75.5675761337865	358.0	438.0	571.0	0.013233188771723707	0.06794688367981286	0.20135752922212202	0.34179109240890443
good2000	2000	weight	blocks.8.attn.v.weight	attn_v	768x768	111.41950745100698	8.397623062133789	176.03933353434581	369.0	447.0	576.0	0.005680548658774017	0.04293136049873154	0.1572638203307833	0.28939880823615016
good2000	2000	weight	blocks.8.attn.proj.weight	attn_o	768x768	103.1382661921607	7.676983833312988	180.49218381668558	381.0	456.0	582.0	0.00554040612094115	0.04045980031125141	0.14637030490410088	0.26974198190695103
good2000	2000	weight	blocks.8.mlp.fc.weight	mlp_fc	3072x768	199.46716130105227	20.904096603393555	91.05001032893215	566.0	646.0	735.0	0.010982975140665515	0.040094025115089964	0.1125152545135197	0.196191955532909
good2000	2000	weight	blocks.8.mlp.proj.weight	mlp_proj	768x3072	103.39035462598771	8.652198791503906	142.79305361195608	569.0	650.0	738.0	0.007003141782495433	0.03775256677825877	0.10992963028435203	0.19256731726279142
good2000	2000	weight	blocks.9.attn.q.weight	attn_q	768x768	81.47597182221885	10.209403038024902	63.68811565900313	341.0	422.0	561.0	0.015701516517683894	0.08237203048286953	0.23199739204143077	0.3759128516985419
good2000	2000	weight	blocks.9.attn.k.weight	attn_k	768x768	83.12272083341594	9.008384704589844	85.14235542615359	344.0	425.0	563.0	0.011745035652288582	0.07478801518597605	0.22482013613160992	0.37143501848425176
good2000	2000	weight	blocks.9.attn.v.weight	attn_v	768x768	122.14113970244628	9.173056602478027	177.29471761345877	360.0	437.0	568.0	0.0056403259694415625	0.04314188176991577	0.15993366216517774	0.2950428569997802
good2000	2000	weight	blocks.9.attn.proj.weight	attn_o	768x768	110.10328513917058	7.865325450897217	195.959872246002	385.0	459.0	583.0	0.005103085588587396	0.03806952092929099	0.13812525883744858	0.256255417914383
