label	step	surface	n	fro_mean	fro_median	op_mean	op_median	stable_rank_mean	stable_rank_median	rank90_mean	rank90_median	top1_energy_mean	top1_energy_median	top32_energy_mean	top32_energy_median	top64_energy_mean	top64_energy_median
cold2500	2500	mlp_fc	12	192.28563416461313	193.83694621704603	17.772765000661213	16.845386505126953	125.95950905540933	116.36898197870278	565.0	564.0	0.008732430452523319	0.0074992773385339235	0.11424646653443404	0.11336457678282698	0.19901049150956215	0.19970178735399005
cold2500	2500	mlp_proj	12	99.00000553674927	98.43300584979106	8.812774936358133	8.680184364318848	131.30205326739383	128.5948500455512	562.6666666666666	564.0	0.008004105513362067	0.007656366850893765	0.1179245783936172	0.11741713733831032	0.20230564494875083	0.2011431475674517
cold2600	2600	attn_k	12	82.86259789879641	82.6880285083261	9.309303601582846	9.328479766845703	80.29834162743707	75.95485689658055	359.8333333333333	357.0	0.012684974330965533	0.012965767259546679	0.2003154651917439	0.1991183770173003	0.33738838390182196	0.34284619949733025
cold2600	2600	attn_o	12	91.13792219159781	90.27019445981325	7.446521242459615	7.497496604919434	151.06841731896273	139.0705344460063	376.6666666666667	376.0	0.0069529871455676975	0.0063768172392488715	0.15555572140928445	0.15376032284575505	0.2803803234871706	0.2769292140982753
cold2600	2600	attn_q	12	82.52294179858967	81.43317692861737	8.92001215616862	8.968952178955078	89.41648420199135	82.4364637598522	358.1666666666667	355.0	0.01193277889662652	0.011087895965345117	0.20563335503693647	0.2061058532565312	0.3405802086245686	0.34083469715892045
cold2600	2600	attn_v	12	97.49425677996527	96.61383647510071	7.879015366236369	8.124870300292969	153.29825429112609	155.00135346483808	372.0833333333333	372.0	0.006609420179448058	0.006447205885903714	0.16221233780996305	0.16003692505100073	0.2921213847991784	0.29192937069854613
cold2600	2600	mlp_fc	12	191.94683616915214	193.4852828705584	17.74065597852071	16.815635681152344	125.95742837814414	116.36580653253466	565.0	564.0	0.008731537655766272	0.007499430682991339	0.11425960239691364	0.1133825710923824	0.19903146997301588	0.1997007131101873
cold2600	2600	mlp_proj	12	98.8231079012839	98.25350860465493	8.798162539800009	8.667637825012207	131.2697057508922	128.49748465802864	562.6666666666666	564.0	0.008006234250724645	0.007652231825187671	0.11794250521401993	0.1174527360742081	0.20232588493927917	0.20118778220287573
good2000	2000	attn_k	12	84.94544376546882	84.7459697834136	9.500901699066162	9.48816204071045	81.02186876105334	76.14979128495749	361.1666666666667	358.0	0.012573214171772325	0.012732716209776833	0.1991986296931616	0.1978278505689375	0.33596617680272317	0.3406548937100413
good2000	2000	attn_o	12	93.33223293644217	92.56105459708743	7.626837491989136	7.707394123077393	151.03880628011444	138.3021984759789	376.1666666666667	375.0	0.006950242677363458	0.006364499076501673	0.15557559534239676	0.15352892358468892	0.28055207109350605	0.2767255150733503
good2000	2000	attn_q	12	84.65650399650235	83.56844827370556	9.059903621673584	9.104578971862793	90.97220678896967	84.24903824188463	360.0	357.0	0.011682242855820877	0.010877004660314788	0.2035975689394801	0.2036188400730603	0.3381495443074778	0.3379136733529483
good2000	2000	attn_v	12	99.76501287958251	99.0041281099556	8.051103075345358	8.293903350830078	153.7159898458036	155.75376412357323	371.8333333333333	372.0	0.0065874979791300135	0.006392186565379028	0.162222091431712	0.16020788796873786	0.29227030500317386	0.2922027114539945
good2000	2000	mlp_fc	12	196.7794882116776	198.48097948858978	18.20580816268921	17.250627517700195	125.9688952487523	116.08978136483634	565.25	565.0	0.008752705376778866	0.007504096147269197	0.11405071530907179	0.11317326193538076	0.1987371280872161	0.19966330508418267
good2000	2000	mlp_proj	12	101.34411516972938	100.8241672185419	9.002580324808756	8.845643997192383	131.87291966571044	129.8357344506184	562.9166666666666	564.0	0.007969876748010321	0.007697143968937945	0.11764466154925766	0.11704758351515014	0.20199407517723497	0.20067109079680684
red1600	1600	attn_k	12	88.18680307289644	88.05488400796546	9.758075952529907	9.676078796386719	82.75081740352095	78.31627767468825	363.3333333333333	360.0	0.012305378978409937	0.012217377059296566	0.19678097531258132	0.19487507391876424	0.33286571782834656	0.33630256196984043
red1600	1600	attn_o	12	96.74349502335764	96.17836213904872	7.891606171925862	7.92234992980957	151.56349382451322	139.84655744861496	376.0833333333333	375.0	0.006914852612165501	0.006330271409586591	0.1555090469336408	0.1528668917144865	0.2807965964664756	0.2760468092921696
red1600	1600	attn_q	12	87.96860771372366	86.87957215936177	9.25001319249471	9.261557579040527	93.90175062607538	87.99687980609258	363.0833333333333	360.0	0.01125656198833593	0.010539829724955003	0.19997523177724863	0.19945650660673325	0.3338596515675545	0.33296860939094913
red1600	1600	attn_v	12	103.23808284950978	102.6948985466172	8.29469366868337	8.491085052490234	155.08889392119002	157.0814694821153	371.75	372.0	0.006524028736341783	0.006215906624294007	0.16206605493193046	0.1609269048284611	0.29232655322987244	0.2924070718757539
red1600	1600	mlp_fc	12	204.30522758138855	206.3102468825773	18.991849342981975	17.928686141967773	125.65266787698756	114.73471716839198	565.75	565.0	0.008849731494117203	0.007512321611271467	0.11342168045026375	0.11257581624960664	0.19796791080489162	0.19897423382151133
red1600	1600	mlp_proj	12	105.27897913147358	104.85194174406118	9.282755454381308	9.064360618591309	133.91380681940038	128.62636719616071	563.3333333333334	565.0	0.007851104422740599	0.0074734547280797	0.1168483929330159	0.11588240758258521	0.20110578833779655	0.19938888266412452
