label	step	kind	state_idx	name	assumed_name_if_shape_mismatch	surface	shape	fro	op	stable_rank	rank90	rank95	rank99	top1_energy	top8_energy	top32_energy	top64_energy
red1600	1600	muon_momentum	22	blocks.10.mlp.proj.weight		mlp_proj	768x3072	431.73344279196164	87.27082061767578	24.473340569317674	442.0	553.0	701.0	0.040860788790464675	0.13657503130343768	0.2923277300801621	0.4144505570825741
red1600	1600	muon_momentum	23	blocks.11.mlp.proj.weight		mlp_proj	768x3072	555.5104634478095	175.838623046875	9.980583856332792	388.0	510.0	681.0	0.10019453915669362	0.2321309800363344	0.4080746819727512	0.5262485139150213
red1600	1600	muon_momentum	24	blocks.0.attn.q.weight		attn_q	768x768	136.75553433728012	34.952537536621094	15.308490945545374	216.0	301.0	467.0	0.06532322510149118	0.30137568804766934	0.5170445021822966	0.650902624760808
red1600	1600	muon_momentum	25	blocks.1.attn.q.weight		attn_q	768x768	130.43652670935393	35.32758331298828	13.632346393675698	223.0	307.0	472.0	0.07335494353810719	0.28358979810373264	0.48826628330498606	0.6269926511375032
red1600	1600	muon_momentum	26	blocks.2.attn.q.weight		attn_q	768x768	246.7244794299909	121.54155731201172	4.12073680460494	172.0	250.0	419.0	0.2426750475503546	0.41256869454062894	0.6040972876405013	0.7267186148408443
red1600	1600	muon_momentum	27	blocks.3.attn.q.weight		attn_q	768x768	258.7932331031861	93.92438507080078	7.59187616157745	184.0	261.0	426.0	0.13171974604393688	0.3435164961556874	0.559913464472654	0.694157148816284
red1600	1600	muon_momentum	28	blocks.4.attn.q.weight		attn_q	768x768	124.3325657825113	54.254737854003906	5.251633879051729	120.0	191.0	356.0	0.1904169298604203	0.5063788753128396	0.7136757085289559	0.8145268169560645
red1600	1600	muon_momentum	29	blocks.5.attn.q.weight		attn_q	768x768	120.444375776746	47.68653106689453	6.379426099046362	131.0	203.0	368.0	0.1567539124169001	0.4617897649628287	0.6908749720296422	0.7987984122799766
red1600	1600	muon_momentum	30	blocks.6.attn.q.weight		attn_q	768x768	276.5327879519895	200.3705291748047	1.9046956419536647	101.0	171.0	334.0	0.5250182643218999	0.6512163256832787	0.7749435570899641	0.850299937404279
red1600	1600	muon_momentum	31	blocks.7.attn.q.weight		attn_q	768x768	265.0320587919507	126.70891571044922	4.3750444406313616	162.0	245.0	421.0	0.22856910679876208	0.438163324889681	0.6374399884328451	0.7530113252455934
red1600	1600	muon_momentum	32	blocks.8.attn.q.weight		attn_q	768x768	116.23004701076654	60.185401916503906	3.7295332506114836	145.0	226.0	405.0	0.26813006690208296	0.46043043592977995	0.6763524449440314	0.7844823311273598
red1600	1600	muon_momentum	33	blocks.9.attn.q.weight		attn_q	768x768	112.09447745094315	37.12065124511719	9.118790954054564	165.0	246.0	421.0	0.10966366100928783	0.39905835481508284	0.6289387611590073	0.7469222186574745
red1600	1600	muon_momentum	34	blocks.10.attn.q.weight		attn_q	768x768	304.79078377634715	235.1390838623047	1.6801730070070382	102.0	180.0	361.0	0.5951768037157921	0.6925565580987766	0.7929739371467353	0.8565629764685007
red1600	1600	muon_momentum	35	blocks.11.attn.q.weight		attn_q	768x768	227.4659744472786	71.35279846191406	10.162741437419763	220.0	305.0	472.0	0.09839864628632054	0.2628274880249247	0.48197489482763267	0.6308063930787172
red1600	1600	muon_momentum	36	blocks.0.attn.k.weight		attn_k	768x768	135.03876035003802	75.05609130859375	3.2370170399535834	136.0	218.0	399.0	0.3089263935460591	0.5104496206793102	0.7005838553582749	0.8008973113113729
red1600	1600	muon_momentum	37	blocks.1.attn.k.weight		attn_k	768x768	121.6213787359155	38.24125289916992	10.114760799460631	164.0	247.0	424.0	0.09886541262086247	0.41249212207863306	0.6343223720026762	0.7504316103996352
red1600	1600	muon_momentum	38	blocks.2.attn.k.weight		attn_k	768x768	334.43553190413246	254.34255981445312	1.7289672069526152	97.0	173.0	350.0	0.5783799692549093	0.6988932018815861	0.7978251843755483	0.8606162485177871
red1600	1600	muon_momentum	39	blocks.3.attn.k.weight		attn_k	768x768	261.5178351948486	61.06096267700195	18.343209709203858	194.0	275.0	444.0	0.054516086107778715	0.24077563118265888	0.4938964181673502	0.6575284191835572
red1600	1600	muon_momentum	40	blocks.4.attn.k.weight		attn_k	768x768	174.8667796495378	116.98426055908203	2.234393969072551	119.0	197.0	381.0	0.44754864801889815	0.5979848412149715	0.7374005948849703	0.823607242553335
red1600	1600	muon_momentum	41	blocks.5.attn.k.weight		attn_k	768x768	174.42975170896162	82.63076782226562	4.456126911405962	137.0	218.0	400.0	0.22441012562734394	0.5346218552882794	0.6996026056783493	0.7952543006544238
red1600	1600	muon_momentum	42	blocks.6.attn.k.weight		attn_k	768x768	302.74196159848736	206.379150390625	2.1518578698880733	95.0	174.0	361.0	0.46471470722739416	0.696750342772414	0.8000681922116822	0.8634537053729923
red1600	1600	muon_momentum	43	blocks.7.attn.k.weight		attn_k	768x768	218.93717884646728	59.39981460571289	13.58528853163754	210.0	295.0	465.0	0.07360903654502378	0.2656135947817667	0.49993199398287325	0.6512044725385673
red1600	1600	muon_momentum	44	blocks.8.attn.k.weight		attn_k	768x768	136.54762504800294	72.48389434814453	3.5488304945214777	166.0	253.0	434.0	0.2817829709093614	0.4580975805463228	0.6508047037774568	0.7578190977303415
red1600	1600	muon_momentum	45	blocks.9.attn.k.weight		attn_k	768x768	141.70697649551346	53.908241271972656	6.9099061703403715	178.0	264.0	442.0	0.14471976541336184	0.4447822495838117	0.6299078413804184	0.7366506558831848
red1600	1600	muon_momentum	46	blocks.10.attn.k.weight		attn_k	768x768	279.11943008325306	187.59713745117188	2.2137455756966555	97.0	178.0	370.0	0.45172309364652463	0.695586722261331	0.8010756424372605	0.8627719315134704
red1600	1600	muon_momentum	47	blocks.11.attn.k.weight		attn_k	768x768	199.48129024109002	48.257293701171875	17.087495716102538	217.0	303.0	472.0	0.05852232630306629	0.2293472346441571	0.47954864423149884	0.6380231655137704
red1600	1600	muon_momentum	48	blocks.0.attn.v.weight		attn_v	768x768	135.67971246652905	63.65961837768555	4.542571334470695	189.0	276.0	452.0	0.22013963598361874	0.377441593990706	0.584786534258493	0.7105739278969593
red1600	1600	muon_momentum	49	blocks.1.attn.v.weight		attn_v	768x768	143.66315991103983	55.059837341308594	6.808022468516897	190.0	277.0	453.0	0.14688553168330634	0.39991190682961963	0.5987343313819216	0.7134129209562287
red1600	1600	muon_momentum	50	blocks.2.attn.v.weight		attn_v	768x768	264.1767578251349	163.96823120117188	2.595791467850193	102.0	184.0	374.0	0.38523895789987683	0.6817592178607099	0.7912720733976504	0.8567744814250202
red1600	1600	muon_momentum	51	blocks.3.attn.v.weight		attn_v	768x768	184.06802835500793	47.483123779296875	15.027203581491957	227.0	313.0	479.0	0.06654598073267842	0.23934043239062777	0.47227492077634686	0.6220751005413472
red1600	1600	muon_momentum	52	blocks.4.attn.v.weight		attn_v	768x768	115.32422873956278	51.47312545776367	5.019726267685107	173.0	262.0	443.0	0.19921405006435924	0.4063833489856354	0.6311881969649464	0.7467710610351667
red1600	1600	muon_momentum	53	blocks.5.attn.v.weight		attn_v	768x768	112.14000996940165	41.62576675415039	7.25766111291739	183.0	272.0	452.0	0.13778543589203576	0.44118131042709546	0.6303540888692262	0.7366449717178226
red1600	1600	muon_momentum	54	blocks.6.attn.v.weight		attn_v	768x768	219.98913325434964	137.25424194335938	2.568921980445036	118.0	204.0	395.0	0.3892683419785141	0.6409620381533041	0.7630527647682138	0.8364279432304457
red1600	1600	muon_momentum	55	blocks.7.attn.v.weight		attn_v	768x768	166.5542915425778	50.323211669921875	10.95405634825262	233.0	319.0	485.0	0.09129038305152766	0.24461846223170375	0.4653574408313707	0.615043036530886
red1600	1600	muon_momentum	56	blocks.8.attn.v.weight		attn_v	768x768	113.44222614121692	50.94704055786133	4.958057696216583	182.0	270.0	449.0	0.20169188445771505	0.39067527556158377	0.6064471629150346	0.7279164862523124
red1600	1600	muon_momentum	57	blocks.9.attn.v.weight		attn_v	768x768	110.46078914030987	42.17884826660156	6.858463563350155	195.0	283.0	459.0	0.14580525080627965	0.3940385327086707	0.5887013679061956	0.706222231613078
red1600	1600	muon_momentum	58	blocks.10.attn.v.weight		attn_v	768x768	214.28439229502928	123.96129608154297	2.9881944280710306	133.0	219.0	406.0	0.3346502458494744	0.5916360646831801	0.728443583417617	0.8134043365705208
red1600	1600	muon_momentum	59	blocks.11.attn.v.weight		attn_v	768x768	179.81853374478672	60.5279655456543	8.825854459146248	222.0	308.0	476.0	0.11330347725864642	0.2912387818115078	0.510437973324545	0.64755681374423
red1600	1600	muon_momentum	60	blocks.0.attn.proj.weight		attn_o	768x768	132.61975720080324	53.04518508911133	6.250640265829297	181.0	266.0	440.0	0.1599836108737136	0.35454665690030135	0.5924545610821299	0.7204210057105697
red1600	1600	muon_momentum	61	blocks.1.attn.proj.weight		attn_o	768x768	136.90912816536377	49.48961639404297	7.6530866085314475	182.0	265.0	437.0	0.13066623326661794	0.409281421121469	0.6027938569033772	0.7211162902845311
red1600	1600	muon_momentum	62	blocks.2.attn.proj.weight		attn_o	768x768	220.47259254270134	146.2471160888672	2.2726606937522558	102.0	186.0	378.0	0.4400128900671746	0.6705631930721514	0.7922662811432943	0.857897215375825
red1600	1600	muon_momentum	63	blocks.3.attn.proj.weight		attn_o	768x768	162.32864162132634	80.5289306640625	4.0633706879396145	211.0	297.0	467.0	0.24610110098201823	0.3572773703978527	0.5386660831882235	0.6671365180197518
red1600	1600	muon_momentum	64	blocks.4.attn.proj.weight		attn_o	768x768	115.45038757920001	46.389930725097656	6.193602797691174	180.0	269.0	451.0	0.16145691492724976	0.38929356773836715	0.61475462504331	0.7360520425304038
red1600	1600	muon_momentum	65	blocks.5.attn.proj.weight		attn_o	768x768	112.82492573535114	46.21254348754883	5.9606055000940845	191.0	279.0	457.0	0.16776819066187412	0.4206804909654191	0.6091050375179201	0.7206104256004866
red1600	1600	muon_momentum	66	blocks.6.attn.proj.weight		attn_o	768x768	192.2007617375644	118.5693588256836	2.6276364690689515	131.0	219.0	408.0	0.3805701480290115	0.6092928677699846	0.7442157761556869	0.8216385761552639
red1600	1600	muon_momentum	67	blocks.7.attn.proj.weight		attn_o	768x768	187.34723985490152	115.48231506347656	2.6318651710175125	181.0	268.0	445.0	0.37995867379991477	0.4792480886368141	0.6288582703761605	0.7332105704168601
red1600	1600	muon_momentum	68	blocks.8.attn.proj.weight		attn_o	768x768	90.19436207002492	42.92772674560547	4.4145151609355855	176.0	265.0	447.0	0.22652544244248696	0.4220821466211723	0.6261077455713135	0.7438148865278992
red1600	1600	muon_momentum	69	blocks.9.attn.proj.weight		attn_o	768x768	84.28037228408374	30.1777286529541	7.799733955854473	193.0	283.0	460.0	0.1282095012034867	0.4286966357709309	0.6115204077178503	0.7202202605772955
red1600	1600	muon_momentum	70	blocks.10.attn.proj.weight		attn_o	768x768	155.65995465878498	90.55317687988281	2.954924657676997	139.0	225.0	408.0	0.3384181039614547	0.5682600863743172	0.7183098898085415	0.8046204464035327
red1600	1600	muon_momentum	71	blocks.11.attn.proj.weight		attn_o	768x768	186.46791991184435	138.2831268310547	1.8183181830531354	132.0	215.0	397.0	0.5499587527200006	0.6316181437701666	0.7419998645125434	0.8164073063015261
good2000	2000	muon_momentum	0	blocks.0.mlp.fc.weight		mlp_fc	3072x768	358.6850986589769	131.228759765625	7.470825593678499	357.0	480.0	668.0	0.13385401485562162	0.27142840226769266	0.42557357249038125	0.5384500335198787
good2000	2000	muon_momentum	1	blocks.1.mlp.fc.weight		mlp_fc	3072x768	274.01411345950777	161.93331909179688	2.863343296437646	270.0	391.0	606.0	0.3492420909655241	0.4653468138384666	0.5918279466737033	0.6774660852602272
good2000	2000	muon_momentum	2	blocks.2.mlp.fc.weight		mlp_fc	3072x768	295.03274447508363	187.04006958007812	2.4881188391877043	273.0	403.0	624.0	0.4019100632373612	0.5128069186737036	0.623645614083271	0.6996630577831534
good2000	2000	muon_momentum	3	blocks.3.mlp.fc.weight		mlp_fc	3072x768	303.42384753015045	186.81900024414062	2.6378938935344864	288.0	418.0	635.0	0.3790903047507003	0.470875777677231	0.5913413283876077	0.6745898324334471
good2000	2000	muon_momentum	4	blocks.4.mlp.fc.weight		mlp_fc	3072x768	303.48933002249026	167.32139587402344	3.2899091137534042	322.0	452.0	656.0	0.3039597646693395	0.41464161575783415	0.5468868205957841	0.6370378010539682
good2000	2000	muon_momentum	5	blocks.5.mlp.fc.weight		mlp_fc	3072x768	301.0188168952233	158.56930541992188	3.6037034162992354	343.0	472.0	667.0	0.27749231401149366	0.38051346490000587	0.5185229779543312	0.6128192666250402
good2000	2000	muon_momentum	6	blocks.6.mlp.fc.weight		mlp_fc	3072x768	299.7291355332344	142.3787384033203	4.4316723404013425	360.0	489.0	676.0	0.22564845123668092	0.33800213353842573	0.48698992895770987	0.5866135377856925
good2000	2000	muon_momentum	7	blocks.7.mlp.fc.weight		mlp_fc	3072x768	298.08813975483827	128.18406677246094	5.407808694207162	380.0	506.0	684.0	0.18491778399468878	0.2955960569165343	0.4549251044322937	0.5593152832291025
good2000	2000	muon_momentum	8	blocks.8.mlp.fc.weight		mlp_fc	3072x768	291.1867688872556	116.75775146484375	6.219734462768102	388.0	513.0	688.0	0.16077856795753762	0.278299877104079	0.4451074100030167	0.5508251293687344
good2000	2000	muon_momentum	9	blocks.9.mlp.fc.weight		mlp_fc	3072x768	291.56518621484975	102.72111511230469	8.056601159458973	402.0	525.0	692.0	0.12412182013328722	0.24334533433603095	0.41516630391938913	0.5276117872907433
good2000	2000	muon_momentum	10	blocks.10.mlp.fc.weight		mlp_fc	3072x768	308.90953621165534	99.6351547241211	9.612523875068172	407.0	530.0	695.0	0.10403095097570386	0.2331174449398428	0.41167975079932206	0.5222823642855371
good2000	2000	muon_momentum	11	blocks.11.mlp.fc.weight		mlp_fc	3072x768	342.9884632717258	89.30860900878906	14.74933242648182	415.0	535.0	696.0	0.06779967873017366	0.2095577358277053	0.39038803075482703	0.5040228292371547
good2000	2000	muon_momentum	12	blocks.0.mlp.proj.weight		mlp_proj	768x3072	787.8287012415833	358.34765625	4.833419308750346	351.0	477.0	670.0	0.20689287151015756	0.3192581956008513	0.45831965952339115	0.5651713837325045
good2000	2000	muon_momentum	13	blocks.1.mlp.proj.weight		mlp_proj	768x3072	451.4393993106938	133.44834899902344	11.443859857695802	414.0	533.0	695.0	0.08738310434022983	0.21510928968870913	0.3546893431762314	0.46901957380801196
good2000	2000	muon_momentum	14	blocks.2.mlp.proj.weight		mlp_proj	768x3072	564.3612816715902	372.675048828125	2.2932626732133703	314.0	454.0	663.0	0.4360599471140294	0.5467639843616395	0.6253755230635598	0.6895237760712519
good2000	2000	muon_momentum	15	blocks.3.mlp.proj.weight		mlp_proj	768x3072	428.09264476278963	167.39474487304688	6.540213143713643	420.0	540.0	699.0	0.15290021563917763	0.2774588254673177	0.4027420160131614	0.503463680844468
good2000	2000	muon_momentum	16	blocks.4.mlp.proj.weight		mlp_proj	768x3072	425.12492649220184	84.50032043457031	25.31141504374205	449.0	562.0	707.0	0.039507866244216094	0.1546583617746555	0.2994783473765468	0.41741780373598675
good2000	2000	muon_momentum	17	blocks.5.mlp.proj.weight		mlp_proj	768x3072	421.3133854389153	81.2362060546875	26.89745823471134	456.0	566.0	709.0	0.0371782341392204	0.12923998914467008	0.2765128801852202	0.3972070148036349
good2000	2000	muon_momentum	18	blocks.6.mlp.proj.weight		mlp_proj	768x3072	429.90840230798	81.0880126953125	28.10855787670175	463.0	572.0	711.0	0.035576353806072235	0.11963483886752393	0.26320027655101524	0.38372036695255946
good2000	2000	muon_momentum	19	blocks.7.mlp.proj.weight		mlp_proj	768x3072	437.2916646815944	76.61274719238281	32.57919251881099	464.0	573.0	711.0	0.030694437850864693	0.10554219748501757	0.2560222035087123	0.37919566843074093
good2000	2000	muon_momentum	20	blocks.8.mlp.proj.weight		mlp_proj	768x3072	431.6907168332439	73.3616714477539	34.626370064133276	466.0	574.0	711.0	0.028879723694624895	0.10881263394159728	0.25629370394840545	0.3772005828870011
good2000	2000	muon_momentum	21	blocks.9.mlp.proj.weight		mlp_proj	768x3072	462.33638998028266	84.14591217041016	30.189095530736466	452.0	563.0	706.0	0.033124543230580346	0.1170713637024174	0.2717619424872934	0.3971252564633741
good2000	2000	muon_momentum	22	blocks.10.mlp.proj.weight		mlp_proj	768x3072	523.4285111168477	104.51009368896484	25.084086399601734	424.0	540.0	696.0	0.039865912757176485	0.1572914828629231	0.32736481349910584	0.45089145124535246
good2000	2000	muon_momentum	23	blocks.11.mlp.proj.weight		mlp_proj	768x3072	681.4917919535055	190.14141845703125	12.84599694749919	363.0	489.0	673.0	0.07784526215341163	0.24992864253131217	0.4464486588900371	0.5661074295606573
good2000	2000	muon_momentum	24	blocks.0.attn.q.weight		attn_q	768x768	151.40340232100135	45.654319763183594	10.997843127654654	204.0	289.0	459.0	0.09092691979625055	0.3455733791411478	0.5597435997277228	0.682833171630794
good2000	2000	muon_momentum	25	blocks.1.attn.q.weight		attn_q	768x768	142.2678001275236	40.65183639526367	12.247653766457171	217.0	301.0	468.0	0.08164829109871759	0.30052974805907007	0.5136066050722068	0.6458275615667168
good2000	2000	muon_momentum	26	blocks.2.attn.q.weight		attn_q	768x768	282.9595957243719	140.21749877929688	4.072343602308868	157.0	236.0	408.0	0.24555884710539577	0.46899701565063645	0.6493225082975841	0.7581413411667015
good2000	2000	muon_momentum	27	blocks.3.attn.q.weight		attn_q	768x768	297.14640225821347	108.8129653930664	7.457266272685194	172.0	250.0	419.0	0.13409739754940017	0.39335023375744543	0.6057541192682354	0.7265132562830664
good2000	2000	muon_momentum	28	blocks.4.attn.q.weight		attn_q	768x768	149.7402503608332	66.62883758544922	5.050712530226097	101.0	169.0	336.0	0.19799186629915652	0.567576284150616	0.7623812329068895	0.8481827351015062
good2000	2000	muon_momentum	29	blocks.5.attn.q.weight		attn_q	768x768	145.99618065423834	62.158912658691406	5.51665933688196	109.0	181.0	349.0	0.18126912302060041	0.5370169815126075	0.7486179378205573	0.8374975637348497
good2000	2000	muon_momentum	30	blocks.6.attn.q.weight		attn_q	768x768	333.26871899789813	229.48526000976562	2.1090142511577787	92.0	160.0	325.0	0.4741551648837998	0.6687620883285998	0.7947377272757007	0.86458525668634
good2000	2000	muon_momentum	31	blocks.7.attn.q.weight		attn_q	768x768	320.1670950456964	134.991943359375	5.625196595186797	146.0	228.0	408.0	0.17777156461618615	0.485511465226602	0.6822061335464082	0.7859118114835485
good2000	2000	muon_momentum	32	blocks.8.attn.q.weight		attn_q	768x768	133.57291869752265	73.0240707397461	3.3458366552998715	132.0	214.0	395.0	0.2988789062418753	0.49660239455813887	0.7062965115458049	0.8064886524444598
good2000	2000	muon_momentum	33	blocks.9.attn.q.weight		attn_q	768x768	125.4458883281453	37.89137649536133	10.960543260818127	160.0	242.0	418.0	0.09123635354597899	0.41013082065793405	0.6452360383610857	0.7574578709375265
good2000	2000	muon_momentum	34	blocks.10.attn.q.weight		attn_q	768x768	378.1651011793658	285.7398986816406	1.7515442997810802	84.0	159.0	342.0	0.5709247548720217	0.7243039820745352	0.8230077226430271	0.8784020240881082
good2000	2000	muon_momentum	35	blocks.11.attn.q.weight		attn_q	768x768	279.15004925666767	97.14917755126953	8.25652218630833	197.0	282.0	456.0	0.12111637048081643	0.35358490883833443	0.5614325138194219	0.6910528566822479
good2000	2000	muon_momentum	36	blocks.0.attn.k.weight		attn_k	768x768	155.78241285925057	86.96222686767578	3.2090431637591625	126.0	207.0	389.0	0.31161936719747085	0.5226398996627687	0.7224283876330371	0.8164836770916882
good2000	2000	muon_momentum	37	blocks.1.attn.k.weight		attn_k	768x768	140.59452447552857	44.5676155090332	9.951717055966972	154.0	237.0	415.0	0.10048517199355138	0.43925787294286156	0.660824809803992	0.7697753357208043
good2000	2000	muon_momentum	38	blocks.2.attn.k.weight		attn_k	768x768	391.70287288326085	278.4161071777344	1.979359983100161	92.0	167.0	345.0	0.5052138107964352	0.6935154033369815	0.8058630332234747	0.8670664863604836
good2000	2000	muon_momentum	39	blocks.3.attn.k.weight		attn_k	768x768	319.2312421075043	98.59386444091797	10.483613500758686	176.0	257.0	430.0	0.09538695793465023	0.3060108097798126	0.5580907414035817	0.7063374582260036
good2000	2000	muon_momentum	40	blocks.4.attn.k.weight		attn_k	768x768	244.3114687238403	172.13922119140625	2.0143179937117783	68.0	137.0	324.0	0.4964459450403373	0.7525357077599751	0.8430394540577869	0.895839910493037
good2000	2000	muon_momentum	41	blocks.5.attn.k.weight		attn_k	768x768	234.65986022326018	138.20404052734375	2.88294343313888	90.0	166.0	355.0	0.346867714609032	0.6823583725670909	0.8076696510049441	0.8694803409364344
good2000	2000	muon_momentum	42	blocks.6.attn.k.weight		attn_k	768x768	368.41185767426106	234.02735900878906	2.478186216577725	80.0	155.0	342.0	0.4035209272453139	0.7191401255297416	0.8228956223917283	0.8812267981742342
good2000	2000	muon_momentum	43	blocks.7.attn.k.weight		attn_k	768x768	263.462046602542	86.18683624267578	9.344460560889992	189.0	273.0	449.0	0.10701527321816394	0.33302037261974654	0.5619800652082305	0.7000450096164582
good2000	2000	muon_momentum	44	blocks.8.attn.k.weight		attn_k	768x768	158.90820119254386	84.66964721679688	3.5223874009604135	145.0	232.0	418.0	0.2838983581781323	0.5241033093999271	0.7035630945484275	0.7960500211541094
good2000	2000	muon_momentum	45	blocks.9.attn.k.weight		attn_k	768x768	164.28637106817473	63.96127700805664	6.597339367855191	159.0	246.0	429.0	0.15157625585738244	0.49652309165876324	0.6783439707079137	0.7729932065435665
good2000	2000	muon_momentum	46	blocks.10.attn.k.weight		attn_k	768x768	327.83222652753346	199.3235626220703	2.70511668149663	87.0	166.0	358.0	0.36966982120961267	0.696399884041688	0.8121200569789138	0.8738263509739422
good2000	2000	muon_momentum	47	blocks.11.attn.k.weight		attn_k	768x768	233.88244075550006	57.81400680541992	16.365492698189446	202.0	289.0	462.0	0.061104179290039494	0.2667817335079093	0.5237120410641517	0.675108535714936
good2000	2000	muon_momentum	48	blocks.0.attn.v.weight		attn_v	768x768	169.68829419703647	97.98365020751953	2.9991385601881353	148.0	235.0	421.0	0.33342907636026997	0.5330081122798792	0.6983967129787524	0.7904144781092709
good2000	2000	muon_momentum	49	blocks.1.attn.v.weight		attn_v	768x768	172.79855278256818	76.49012756347656	5.103515305681748	159.0	248.0	431.0	0.19594337238230658	0.5099793419432336	0.6830576461955541	0.7756351361481195
