from_label	to_label	from_step	to_step	surface	n	delta_fro_mean	delta_fro_median	delta_stable_rank_mean	delta_stable_rank_median	delta_top1_energy_mean	delta_top1_energy_median	delta_top32_energy_mean	delta_top32_energy_median	w_top16_outside_left_frac_mean	w_top16_outside_left_frac_median	w_top16_outside_right_frac_mean	w_top16_outside_right_frac_median	w_top16_outside_both_frac_mean	w_top16_outside_both_frac_median	w_top32_outside_left_frac_mean	w_top32_outside_left_frac_median	w_top32_outside_right_frac_mean	w_top32_outside_right_frac_median	w_top32_outside_both_frac_mean	w_top32_outside_both_frac_median	w_top64_outside_left_frac_mean	w_top64_outside_left_frac_median	w_top64_outside_right_frac_mean	w_top64_outside_right_frac_median	w_top64_outside_both_frac_mean	w_top64_outside_both_frac_median	w_top128_outside_left_frac_mean	w_top128_outside_left_frac_median	w_top128_outside_right_frac_mean	w_top128_outside_right_frac_median	w_top128_outside_both_frac_mean	w_top128_outside_both_frac_median
good2000	cold2250	2000	2250	attn_q	12	6.3092070524181265	6.357983186145784	215.74065567375783	216.44486582751594	0.004636043777187188	0.004614763130968986	0.1339718609231876	0.1335211350894428	0.9877973844607671	0.9877526164054871	0.9878022770086924	0.9877536296844482	0.9978954046964645	0.9979064464569092	0.9755518039067587	0.9755841493606567	0.9757146934668223	0.9757109880447388	0.9954044024149576	0.9954304099082947	0.9507930129766464	0.9508444666862488	0.9513753950595856	0.951407790184021	0.9892843663692474	0.9893589615821838	0.9009824246168137	0.9010143280029297	0.9023636778195699	0.9021446704864502	0.972939133644104	0.9731549620628357
good2000	cold2250	2000	2250	attn_v	12	5.854160761610476	5.854156204521994	208.07082005524526	207.42568085964083	0.004806647412848515	0.0048147028638290896	0.13829868247287488	0.13846608822931944	0.9872969736655554	0.9873391389846802	0.9875275492668152	0.9871270060539246	0.9969291637341181	0.9967142343521118	0.9745860348145167	0.9747034907341003	0.9749627560377121	0.9742975234985352	0.9936682283878326	0.9931618571281433	0.9492945224046707	0.9493528604507446	0.9498562216758728	0.9487283825874329	0.9863927612702051	0.9856654405593872	0.8986230691274008	0.8982579708099365	0.8996275067329407	0.897582471370697	0.9684962729612986	0.9675095081329346
good2000	cold2250	2000	2250	mlp_fc	12	13.092992758437203	13.160641478699258	341.38642878683044	340.2331530257727	0.0029304617911522237	0.0029283182485509373	0.0870084322940552	0.08647460468352687	0.995357538263003	0.995370090007782	0.988946204384168	0.9887994527816772	0.9981951961914698	0.998153805732727	0.9911388655503591	0.9911540150642395	0.9778495579957962	0.9775065779685974	0.9966167857249578	0.9965180158615112	0.9830364187558492	0.9829657673835754	0.9551340937614441	0.9546000957489014	0.9933483997980753	0.9932711720466614	0.9674197435379028	0.967471182346344	0.9083162844181061	0.9076862335205078	0.9860373983780543	0.9859768152236938
good2000	cold2250	2000	2250	mlp_proj	12	6.44289769502215	6.479678739896418	330.208786924337	339.7707562084196	0.0030405358599485226	0.002939968264677543	0.08814444178760023	0.08729722099062004	0.9885225892066956	0.9887375235557556	0.9950214823087057	0.9950879812240601	0.9979591319958369	0.9979820847511292	0.9773794263601303	0.9777611494064331	0.990501324335734	0.9906547665596008	0.9962274134159088	0.996320366859436	0.9546968142191569	0.9550583362579346	0.9817086408535639	0.9820171594619751	0.9926238755385081	0.9926834106445312	0.9080344339211782	0.9083608388900757	0.9648090650637945	0.9655979871749878	0.9846557478109995	0.9847793579101562
red1600	good2000	1600	2000	attn_k	12	15.390403942148629	15.468107329610548	204.5739448397354	204.45447518226888	0.0048888167164903755	0.004884981060348942	0.14014929655146532	0.1398839985538104	0.9870218733946482	0.9869642853736877	0.9871949454148611	0.9871945381164551	0.9969427138566971	0.9969081878662109	0.9739914983510971	0.9738634824752808	0.9744512637456259	0.9744168519973755	0.9935592462619146	0.9934815764427185	0.9479521612326304	0.9479476809501648	0.9490136901537577	0.9488153457641602	0.9859645913044611	0.9861285090446472	0.8960126042366028	0.8962650299072266	0.8979063232739767	0.8980913162231445	0.9669129500786463	0.9669307470321655
red1600	good2000	1600	2000	attn_o	12	14.343504167455096	14.412772003545046	200.91701003417256	201.08787842422583	0.004977793958732282	0.004972023759109355	0.1422739283455257	0.1425070566573428	0.9870393474896749	0.9868900775909424	0.9873030334711075	0.9870865941047668	0.996181383728981	0.9959420561790466	0.9740053415298462	0.9739253520965576	0.9744721055030823	0.9739882946014404	0.9921057025591532	0.9917621612548828	0.9481265644232432	0.9470996260643005	0.9488186240196228	0.9477089643478394	0.983458012342453	0.9827926754951477	0.8967182735602061	0.8947924375534058	0.8979439089695612	0.8961046934127808	0.9636835505565008	0.9623035788536072
red1600	good2000	1600	2000	attn_q	12	15.479626808495413	15.635883904612353	205.4327702453886	206.38838902868676	0.004869116686094107	0.004840632059384603	0.1397160909238994	0.13953526293803184	0.9874262909094492	0.9875110983848572	0.9872217377026876	0.9871580004692078	0.9973038335641226	0.9974040389060974	0.9744732429583868	0.974694550037384	0.9744251718123754	0.9744685292243958	0.9939586967229843	0.9940747618675232	0.9484718888998032	0.9486492872238159	0.9487972110509872	0.9487664103507996	0.9861253947019577	0.9863491654396057	0.8966233978668848	0.8968020081520081	0.897654597957929	0.8973442316055298	0.9667996714512507	0.9669063687324524
red1600	good2000	1600	2000	attn_v	12	14.344498352049861	14.342441474219312	199.14227628167714	198.3807004146549	0.005022437010031701	0.004997901166147549	0.14271022542793355	0.14264401349581102	0.9866566757361094	0.9866328239440918	0.9869557271401087	0.9867016077041626	0.9960775027672449	0.9959509968757629	0.9733260869979858	0.9730329513549805	0.9738695323467255	0.9733344912528992	0.9919263223807017	0.9916557669639587	0.9468160072962443	0.9461732506752014	0.9477887700001398	0.9467470645904541	0.9830382217963537	0.9827026724815369	0.8944233407576879	0.8938025236129761	0.8959904909133911	0.8946608304977417	0.9628374328215917	0.9615948796272278
red1600	good2000	1600	2000	mlp_fc	12	32.07949831525827	32.3380165510058	330.4205133791174	330.08923716498913	0.00302750196365145	0.003018192561631279	0.08905271019554496	0.08826280688919118	0.9949207852284113	0.994955837726593	0.9887269785006841	0.9886034727096558	0.9977621187766393	0.9977742433547974	0.9902442246675491	0.9902814030647278	0.9773672173420588	0.9770243763923645	0.9956738452116648	0.9956657290458679	0.981064960360527	0.981204092502594	0.9540257453918457	0.9534909129142761	0.9912093629439672	0.9911115169525146	0.9634028673171997	0.9636895656585693	0.9060803254445394	0.9056252837181091	0.9816610266764959	0.9816843867301941
red1600	good2000	1600	2000	mlp_proj	12	15.83948503446895	15.988317993330611	320.2760172451294	326.6856284033871	0.0031418889762903908	0.003021047470375215	0.089539025022302	0.08896520818621578	0.9881702462832133	0.9884675145149231	0.9946434398492178	0.9947188496589661	0.9975838164488474	0.9976904988288879	0.9766334146261215	0.9771221876144409	0.989592914779981	0.9897496104240417	0.995257501800855	0.9953036904335022	0.9531775563955307	0.953827977180481	0.9797352453072866	0.9799960851669312	0.9904107203086218	0.9906444549560547	0.9052640050649643	0.9059883952140808	0.9608125537633896	0.9614702463150024	0.9801362852255503	0.9803115725517273
