from_label	to_label	from_step	to_step	name	surface	shape	delta_fro	delta_op	delta_stable_rank	delta_rank90	delta_rank95	delta_rank99	delta_top1_energy	delta_top8_energy	delta_top32_energy	delta_top64_energy	w_top16_delta_norm	w_top16_outside_left_frac	w_top16_outside_right_frac	w_top16_outside_both_frac	w_top32_delta_norm	w_top32_outside_left_frac	w_top32_outside_right_frac	w_top32_outside_both_frac	w_top64_delta_norm	w_top64_outside_left_frac	w_top64_outside_right_frac	w_top64_outside_both_frac	w_top128_delta_norm	w_top128_outside_left_frac	w_top128_outside_right_frac	w_top128_outside_both_frac
red1600	good2000	1600	2000	blocks.3.attn.proj.weight	attn_o	768x768	13.802827097688063	0.9732729196548462	201.12534622705246	393.0	469.0	592.0	0.004972023759109355	0.038651629172042776	0.14312870871606842	0.2649572433942906	13.80128288269043	0.9865801930427551	0.9873448014259338	0.9959076046943665	13.80128288269043	0.972755491733551	0.9745269417762756	0.9912458062171936	13.80128288269043	0.9457597136497498	0.9494490623474121	0.9816173315048218	13.80128288269043	0.8929629325866699	0.8997337222099304	0.9608027338981628
red1600	good2000	1600	2000	blocks.3.mlp.fc.weight	mlp_fc	3072x768	31.912798322574968	1.7511754035949707	332.101220021245	576.0	654.0	738.0	0.003011130160666162	0.02356433376725251	0.08960721214788316	0.17036649140295254	31.9094181060791	0.9949275255203247	0.9883646965026855	0.997871458530426	31.9094181060791	0.9903101325035095	0.9766488671302795	0.9958840012550354	31.9094181060791	0.981204092502594	0.9526035189628601	0.9916328191757202	31.9094181060791	0.9636895656585693	0.9036564826965332	0.9822335839271545
red1600	good2000	1600	2000	blocks.3.mlp.proj.weight	mlp_proj	768x3072	16.022093777458423	0.8806392550468445	331.0110184649961	579.0	657.0	740.0	0.003021047470375215	0.02347345120973643	0.08924753658287515	0.16965851861987535	16.020408630371094	0.9888381361961365	0.9947595596313477	0.9978144764900208	16.020408630371094	0.9776350855827332	0.9897496104240417	0.9955913424491882	16.020408630371094	0.9547236561775208	0.9799960851669312	0.9909745454788208	16.020408630371094	0.9072557091712952	0.9614702463150024	0.9808793067932129
red1600	good2000	1600	2000	blocks.4.attn.q.weight	attn_q	768x768	15.313879581507557	1.065457820892334	206.58459220450058	399.0	475.0	597.0	0.004840632059384603	0.03761465567852107	0.14000809022270494	0.25928742471372396	15.312185287475586	0.9873102903366089	0.987417459487915	0.9975048303604126	15.312185287475586	0.9740849137306213	0.9744405746459961	0.993929922580719	15.312185287475586	0.9475396871566772	0.9481636881828308	0.9855841994285583	15.312185287475586	0.8963146805763245	0.8968047499656677	0.9664103388786316
red1600	good2000	1600	2000	blocks.4.attn.k.weight	attn_k	768x768	15.258077014636225	1.0574510097503662	208.19920845733614	398.0	473.0	595.0	0.004803092227917468	0.03763233363034836	0.13997757804181785	0.25926116665623455	15.256266593933105	0.9869245290756226	0.9872605800628662	0.9968495965003967	15.256266593933105	0.9738634824752808	0.974307119846344	0.9933468103408813	15.256266593933105	0.9482065439224243	0.9488105177879333	0.9861285090446472	15.256266593933105	0.8963609337806702	0.8978528380393982	0.9674021005630493
red1600	good2000	1600	2000	blocks.4.attn.v.weight	attn_v	768x768	14.369006690494802	1.0245479345321655	196.69301115926405	394.0	470.0	593.0	0.005084064726581928	0.03883371818719972	0.14323972682211586	0.2650702344449199	14.367399215698242	0.9865192174911499	0.9869517087936401	0.9959388375282288	14.367399215698242	0.9725821018218994	0.9733344912528992	0.9911012053489685	14.367399215698242	0.9450080990791321	0.9465009570121765	0.9812227487564087	14.367399215698242	0.8907065987586975	0.8931832909584045	0.9591718912124634
red1600	good2000	1600	2000	blocks.4.attn.proj.weight	attn_o	768x768	14.357780957496095	1.0124984979629517	201.08787842422583	394.0	470.0	592.0	0.00497295017400475	0.03857318797235465	0.14298237835507627	0.26448979257994243	14.356146812438965	0.986199676990509	0.9867415428161621	0.9953927397727966	14.356146812438965	0.9724513292312622	0.9736729264259338	0.9907222986221313	14.356146812438965	0.9458062052726746	0.9477089643478394	0.9810661673545837	14.356146812438965	0.8923378586769104	0.8961046934127808	0.9595872163772583
red1600	good2000	1600	2000	blocks.4.mlp.fc.weight	mlp_fc	3072x768	32.120424649862585	1.7679321765899658	330.08923716498913	577.0	655.0	739.0	0.0030294838104647686	0.023690190190589912	0.08978651780246345	0.17067113834297382	32.117034912109375	0.9950222373008728	0.9886034727096558	0.9979563355445862	32.117034912109375	0.9902814030647278	0.9768875241279602	0.9958995580673218	32.117034912109375	0.9811007976531982	0.9531059861183167	0.9915120601654053	32.117034912109375	0.963553249835968	0.9042039513587952	0.9818387627601624
red1600	good2000	1600	2000	blocks.4.mlp.proj.weight	mlp_proj	768x3072	15.932691140314503	0.8707001209259033	334.8428823029516	580.0	657.0	740.0	0.00298647530782883	0.023365015677111023	0.08896520818621578	0.16904382486164637	15.931038856506348	0.9884675145149231	0.9947051405906677	0.9976904988288879	15.931038856506348	0.9773136377334595	0.9898457527160645	0.9955172538757324	15.931038856506348	0.953896701335907	0.9801591038703918	0.9906948208808899	15.931038856506348	0.9059883952140808	0.9616037607192993	0.9804399013519287
red1600	good2000	1600	2000	blocks.5.attn.q.weight	attn_q	768x768	15.635883904612353	1.0819909572601318	208.83226196087583	398.0	474.0	596.0	0.004788532148291088	0.037414100961048156	0.1395375838097631	0.2587734449827359	15.63414192199707	0.9875861406326294	0.9871445894241333	0.9975373148918152	15.63414192199707	0.9747145771980286	0.9742137789726257	0.9943638443946838	15.63414192199707	0.9488538503646851	0.9486685395240784	0.9866200089454651	15.63414192199707	0.8963204622268677	0.8971986770629883	0.967207133769989
red1600	good2000	1600	2000	blocks.5.attn.k.weight	attn_k	768x768	15.560277573333314	1.0882258415222168	204.45447518226888	399.0	474.0	596.0	0.004891064375619615	0.037587221871720346	0.13959077493349234	0.2585141863139406	15.558656692504883	0.9872211813926697	0.9876315593719482	0.997256875038147	15.558656692504883	0.974295973777771	0.9750375151634216	0.9940962791442871	15.558656692504883	0.9486059546470642	0.9499552845954895	0.9868077635765076	15.558656692504883	0.8963573575019836	0.898291289806366	0.967514157295227
red1600	good2000	1600	2000	blocks.5.attn.v.weight	attn_v	768x768	14.542433112785623	1.0324935913085938	198.3807004146549	393.0	469.0	593.0	0.005040812931448484	0.03850294410964502	0.14264401349581102	0.2644272339648137	14.540817260742188	0.9864077568054199	0.9866285920143127	0.9959509968757629	14.540817260742188	0.9726791977882385	0.973141610622406	0.991435170173645	14.540817260742188	0.9461199641227722	0.9464467763900757	0.9820472002029419	14.540817260742188	0.8927789330482483	0.8927595019340515	0.9605516195297241
red1600	good2000	1600	2000	blocks.5.attn.proj.weight	attn_o	768x768	14.539356882598705	1.023768424987793	201.69119261975075	394.0	470.0	593.0	0.0049580747032682984	0.03841402422937459	0.14266037695672212	0.2641755411584293	14.53771686553955	0.9867119789123535	0.9872034788131714	0.9960927963256836	14.53771686553955	0.97332763671875	0.974556028842926	0.9919117093086243	14.53771686553955	0.9468976259231567	0.9495151042938232	0.9831774234771729	14.53771686553955	0.8941313624382019	0.8984538912773132	0.9626473784446716
red1600	good2000	1600	2000	blocks.5.mlp.fc.weight	mlp_fc	3072x768	32.3380165510058	1.782987356185913	328.95024785364376	577.0	655.0	739.0	0.0030399733896686984	0.02365488084938043	0.08932081777222246	0.169680884095998	32.33470916748047	0.9950049519538879	0.988497793674469	0.9979008436203003	32.33470916748047	0.9902552366256714	0.9768213629722595	0.9958188533782959	32.33470916748047	0.9812394380569458	0.9530960917472839	0.9913869500160217	32.33470916748047	0.9636664390563965	0.9044501781463623	0.9817045331001282
red1600	good2000	1600	2000	blocks.5.mlp.proj.weight	mlp_proj	768x3072	15.988317993330611	0.8721850514411926	336.03790342080754	580.0	658.0	741.0	0.002975854776559946	0.023392416852039483	0.08888784726736412	0.16893380516102274	15.986649513244629	0.9888220429420471	0.994976282119751	0.9978869557380676	15.986649513244629	0.9775029420852661	0.9902022480964661	0.995718777179718	15.986649513244629	0.9539462327957153	0.9804852604866028	0.9908539652824402	15.986649513244629	0.906066358089447	0.9621056318283081	0.980658769607544
red1600	good2000	1600	2000	blocks.6.attn.q.weight	attn_q	768x768	15.636272301114783	1.090614914894104	205.5528967293538	399.0	475.0	596.0	0.004864927791879646	0.037361058357393395	0.1387999564878044	0.25752632419181964	15.634492874145508	0.9873479008674622	0.9874500632286072	0.997432291507721	15.634492874145508	0.9742555618286133	0.9746133685112	0.9940747618675232	15.634492874145508	0.9486492872238159	0.9490241408348083	0.9863762259483337	15.634492874145508	0.8968020081520081	0.8971893191337585	0.9669063687324524
red1600	good2000	1600	2000	blocks.6.attn.k.weight	attn_k	768x768	15.468107329610548	1.0826458930969238	204.1274881710837	398.0	474.0	595.0	0.004898899256340616	0.037833108326966	0.14000280096735412	0.2594307524914866	15.466378211975098	0.986745297908783	0.9868525862693787	0.9967753291130066	15.466378211975098	0.9738565683364868	0.9740232825279236	0.9934365749359131	15.466378211975098	0.948003888130188	0.9482335448265076	0.9858829379081726	15.466378211975098	0.896311342716217	0.8965973854064941	0.9669808149337769
red1600	good2000	1600	2000	blocks.6.attn.v.weight	attn_v	768x768	14.342441474219312	1.013565182685852	200.2362884552768	392.0	468.0	591.0	0.004994099759411752	0.03867753580858688	0.14379475146137666	0.2655709012097211	14.340802192687988	0.9866516590118408	0.9863589406013489	0.995849072933197	14.340802192687988	0.9730329513549805	0.9727343320846558	0.9911023378372192	14.340802192687988	0.9462127685546875	0.9456515312194824	0.9813271760940552	14.340802192687988	0.89321368932724	0.8924413323402405	0.9598764181137085
red1600	good2000	1600	2000	blocks.6.attn.proj.weight	attn_o	768x768	14.430586840037087	1.0283570289611816	196.915619418325	394.0	469.0	593.0	0.005078317316594439	0.03886872764994372	0.14291717680892616	0.26420614146188376	14.428956031799316	0.9865254759788513	0.9866505265235901	0.9958486557006836	14.428956031799316	0.9733021259307861	0.9737592935562134	0.991649866104126	14.428956031799316	0.9470996260643005	0.9474146366119385	0.9825249314308167	14.428956031799316	0.8947924375534058	0.895576000213623	0.9612493515014648
red1600	good2000	1600	2000	blocks.6.mlp.fc.weight	mlp_fc	3072x768	32.45253444936928	1.7783799171447754	333.0030063204421	579.0	657.0	740.0	0.003002975892168733	0.0232261474847303	0.08826280688919118	0.16806519619024834	32.44912338256836	0.99501633644104	0.9886939525604248	0.9977742433547974	32.44912338256836	0.99043208360672	0.9772438406944275	0.9956657290458679	32.44912338256836	0.9813501238822937	0.9534909129142761	0.9911074638366699	32.44912338256836	0.9640802145004272	0.9056252837181091	0.981619119644165
red1600	good2000	1600	2000	blocks.6.mlp.proj.weight	mlp_proj	768x3072	16.021385206515287	0.8731676340103149	336.6703423901563	582.0	659.0	741.0	0.002970264600382093	0.023176993452777045	0.08807301278901426	0.16753275484015248	16.019710540771484	0.9888120889663696	0.9949451684951782	0.9978238344192505	16.019710540771484	0.9773560762405396	0.9901449680328369	0.9956127405166626	16.019710540771484	0.9539121985435486	0.9806996583938599	0.9907942414283752	16.019710540771484	0.9058722853660583	0.9625921249389648	0.9806499481201172
red1600	good2000	1600	2000	blocks.7.attn.q.weight	attn_q	768x768	15.661832564153473	1.087140679359436	207.54565921798698	400.0	475.0	596.0	0.004818216886674037	0.037350941076750105	0.13893796108145043	0.2577650044583311	15.660140991210938	0.9875549674034119	0.9871330261230469	0.9974040389060974	15.660140991210938	0.97486811876297	0.9747174382209778	0.994404673576355	15.660140991210938	0.9495046734809875	0.9494854211807251	0.9867979288101196	15.660140991210938	0.8974446058273315	0.8983755111694336	0.9673966765403748
red1600	good2000	1600	2000	blocks.7.attn.k.weight	attn_k	768x768	15.585429385514516	1.0865986347198486	205.7307590837649	399.0	474.0	596.0	0.004860721869950629	0.037547230326761716	0.13931262093206245	0.258413545345825	15.583780288696289	0.9869642853736877	0.9871777892112732	0.9968776106834412	15.583780288696289	0.9737236499786377	0.9744168519973755	0.9933311343193054	15.583780288696289	0.9471668601036072	0.94877690076828	0.9855713248252869	15.583780288696289	0.8955962061882019	0.898159921169281	0.9666581749916077
red1600	good2000	1600	2000	blocks.7.attn.v.weight	attn_v	768x768	14.449796386128973	1.0267186164855957	198.070868474679	394.0	470.0	593.0	0.005048698012488586	0.038629053592615155	0.1424870621568224	0.2639191387998636	14.448148727416992	0.9864034652709961	0.9862451553344727	0.9954098463058472	14.448148727416992	0.9729780554771423	0.9727818369865417	0.9907463788986206	14.448148727416992	0.9461732506752014	0.9456690549850464	0.9810635447502136	14.448148727416992	0.8939681649208069	0.8933080434799194	0.9606923460960388
red1600	good2000	1600	2000	blocks.7.attn.proj.weight	attn_o	768x768	14.465027826772296	1.0135036706924438	203.69852189216002	394.0	470.0	593.0	0.004909215789643333	0.0381158210050962	0.14168851646789754	0.2628391435062663	14.463326454162598	0.9870632886886597	0.9868677258491516	0.9958113431930542	14.463326454162598	0.9742565155029297	0.9740169644355774	0.9915661215782166	14.463326454162598	0.9485145807266235	0.9486849308013916	0.9828721880912781	14.463326454162598	0.8972938656806946	0.898264467716217	0.9630809426307678
red1600	good2000	1600	2000	blocks.7.mlp.fc.weight	mlp_fc	3072x768	32.44440858510908	1.7602391242980957	339.73193723175484	580.0	657.0	740.0	0.0029434971823618407	0.023069975046455943	0.08802637215500839	0.1676970962368599	32.44111633300781	0.9949748516082764	0.9886527061462402	0.997657060623169	32.44111633300781	0.9904921650886536	0.9774402976036072	0.9955710172653198	32.44111633300781	0.9815413951873779	0.9541621208190918	0.991092324256897	32.44111633300781	0.9644758105278015	0.9064936637878418	0.9816843867301941
red1600	good2000	1600	2000	blocks.7.mlp.proj.weight	mlp_proj	768x3072	16.03281756316312	0.8756765723228455	335.2217874829925	583.0	660.0	741.0	0.0029830996592091585	0.02316775393547828	0.08790081211626898	0.16692758743709973	16.031070709228516	0.9886912703514099	0.9950125813484192	0.9977473020553589	16.031070709228516	0.9773257970809937	0.9902616143226624	0.995538055896759	16.031070709228516	0.9539394378662109	0.981130838394165	0.9908657670021057	16.031070709228516	0.9061285257339478	0.9629881978034973	0.9808162450790405
red1600	good2000	1600	2000	blocks.8.attn.q.weight	attn_q	768x768	15.695170559960475	1.089383602142334	207.57278843012864	398.0	474.0	595.0	0.004817587158523967	0.03742502182849984	0.13953526293803184	0.25866676304903263	15.693376541137695	0.9874661564826965	0.9872157573699951	0.9973464012145996	15.693376541137695	0.974636435508728	0.9747939109802246	0.9941667914390564	15.693376541137695	0.948082447052002	0.9493539929389954	0.986554741859436	15.693376541137695	0.8956326842308044	0.8978981971740723	0.9668449759483337
red1600	good2000	1600	2000	blocks.8.attn.k.weight	attn_k	768x768	15.58998615961641	1.0914270877838135	204.03373849901226	399.0	475.0	596.0	0.004901150208571221	0.03754575090913246	0.13924174108942208	0.2580697512589485	15.588213920593262	0.986811101436615	0.9871945381164551	0.9967765212059021	15.588213920593262	0.9737862348556519	0.9744688272476196	0.9934518933296204	15.588213920593262	0.9476341009140015	0.9492895007133484	0.9861994385719299	15.588213920593262	0.895357608795166	0.8983860611915588	0.9669307470321655
red1600	good2000	1600	2000	blocks.8.attn.v.weight	attn_v	768x768	14.302681966183169	1.0192745923995972	196.90311594889695	393.0	469.0	592.0	0.005078639792879326	0.0388509349282034	0.14372142613976938	0.26544920353464785	14.30109691619873	0.9862557649612427	0.9856847524642944	0.9953526258468628	14.30109691619873	0.9728399515151978	0.9716885089874268	0.990753710269928	14.30109691619873	0.9457020163536072	0.9437479972839355	0.9807273745536804	14.30109691619873	0.8938025236129761	0.8906497359275818	0.9595828056335449
red1600	good2000	1600	2000	blocks.8.attn.proj.weight	attn_o	768x768	14.412772003545046	1.0181578397750854	200.3848127164498	394.0	470.0	593.0	0.004990398156645875	0.03859512139349427	0.1431003557308827	0.2647171459082795	14.411235809326172	0.9868900775909424	0.9866248965263367	0.9959420561790466	14.411235809326172	0.9739253520965576	0.9731617569923401	0.9917621612548828	14.411235809326172	0.9481002688407898	0.9459656476974487	0.9827926754951477	14.411235809326172	0.896623969078064	0.8932875394821167	0.9623035788536072
red1600	good2000	1600	2000	blocks.8.mlp.fc.weight	mlp_fc	3072x768	32.57101428693444	1.7648673057556152	340.59514540306833	581.0	658.0	740.0	0.002936037149961654	0.022952272440914984	0.08760008595439585	0.16695592852322408	32.56766891479492	0.994753360748291	0.9884477853775024	0.9974336624145508	32.56766891479492	0.990184485912323	0.9770243763923645	0.9952150583267212	32.56766891479492	0.9812684059143066	0.9540178179740906	0.9907586574554443	32.56766891479492	0.9642316699028015	0.9069792032241821	0.9814291596412659
